Sagittula stellata E-37,NA,NA,NA,marine habitat,388399,18971
Roseobacter sp. CCS2,NA,NA,NA,marine habitat,391593,18995
Desulfococcus oleovorans Hxd3,NA,NA,NA,unclassified,96561,18007
Vibrio splendidus 12B01,NA,NA,NA,marine habitat,314291,13568
Croceibacter atlanticus HTCC2559,NA,NA,NA,marine habitat,216432,13570
Vibrio alginolyticus 12G01,NA,NA,NA,marine habitat,314288,13571
Roseovarius sp. HTCC2601,NA,NA,NA,marine habitat,314265,13574
flavobacteriales bacterium alc-1 ALC-1,NA,NA,NA,marine habitat,391603,19307
Unclassified gamma proteobacterium htcc2207 HTCC2207,NA,NA,NA,marine habitat,314287,16658
Unclassified marine alpha proteobacterium y4i Y4I,NA,NA,NA,marine habitat,439496,19349
Vibrio harveyi ATCC BAA-1116,NA,NA,NA,marine habitat,338187,16347
Carboxydibrachium pacificum JM  DSM 12653,NA,NA,NA,marine habitat,391606,19289
Rhodoferax sp. BAL47,NA,NA,NA,marine habitat,443151,19351
Roseobacter denitrificans OCh 114,NA,NA,NA,marine habitat,375451,16426
Magnetococcus sp. MC-1,NA,NA,NA,marine habitat,156889,262
Candidatus Pelagibacter candidatus pelagibacter ubique HTCC1002,NA,NA,NA,marine habitat,314261,13577
Saccharophagus degradans 2-40,NA,NA,NA,marine habitat,203122,316
Roseobacter litoralis Och 149,NA,NA,NA,marine habitat,391595,19357
Leptolyngbya valderiana BDU 20041,NA,NA,NA,marine habitat,322866,19525
Congregibacter litoralis KT71,NA,NA,NA,marine habitat,314285,13585
Roseovarius sp. TM1035,NA,NA,NA,marine habitat,391613,19363
Photobacterium profundum SS9,NA,NA,NA,marine habitat,298386,13128
Marinobacter sp. FO2,NA,NA,NA,marine habitat,314342,13586
Psychromonas ingrahamii 37,NA,NA,NA,marine habitat,357804,16187
Synechococcus sp. CC9605 (oligotrophic),NA,NA,NA,marine habitat,110662,13643
Cyanobium sp. PCC 7001,NA,NA,NA,marine habitat,180281,19301
Algoriphagus sp. PR1,NA,NA,NA,marine habitat,388413,18947
Bacillus sp. B14905,NA,NA,NA,marine habitat,388400,18949
Unclassified flavobacteria bacterium bal38 BAL38,NA,NA,NA,marine habitat,391598,18953
Unclassified rhodobacterales bacterium htcc2150 HTCC2150 (RCA clade),NA,NA,NA,marine habitat,388401,18973
Methanococcus voltae A3,NA,NA,NA,marine habitat,456320,20131
Unclassified flavobacteriales bacterium htcc2170 HTCC2170,NA,NA,NA,marine habitat,313603,13595
Rhodopseudomonas palustris TIE-1,NA,NA,NA,marine habitat,395960,20167
beta proteobacterium kb13 KB13,NA,NA,NA,marine habitat,314607,13602
Roseobacter sp. SK209-2-6,NA,NA,NA,marine habitat,388739,18997
Phaeobacter gallaeciensis 2.10,NA,NA,NA,marine habitat,383629,19353
Planctomyces limnophilus DSM 3776,NA,NA,NA,marine habitat,521674,29411
Unclassified flavobacteria bacterium bbfl7 BBFL7,NA,NA,NA,marine habitat,156586,13604
Denitrovibrio acetiphilus N2460  DSM 12809,NA,NA,NA,marine habitat,522772,29431
Unclassified marine gamma proteobacterium htcc2143 HTCC2143,NA,NA,NA,marine habitat,247633,13605
Aurantimonas  SI85-9A1,NA,NA,NA,marine habitat,314269,13607
Unclassified rhodobacterales bacterium htcc2177 HTCC2177,NA,NA,NA,marine habitat,314258,13613
Unclassified rhodobacterales bacterium htcc2654 HTCC2654,NA,NA,NA,marine habitat,314271,13614
Unclassified vibrionales bacterium swat-3 SWAT-3,NA,NA,NA,marine habitat,391574,19399
Shewanella baltica OS185,NA,NA,NA,marine habitat,402882,17643
flavobacteria bacterium MS024-3C,NA,NA,NA,marine habitat,487797,28051
flavobacteria bacterium ms024-2a MS024-2A,NA,NA,NA,marine habitat,487796,28049
HTCC2255,NA,NA,NA,marine habitat,373154,17677
Petrotoga mobilis SJ95t,NA,NA,NA,marine habitat,403833,17679
Gramella forsetii KT0803,NA,NA,NA,marine habitat,411154,19061
Microscilla marina ATCC 23134,NA,NA,NA,marine habitat,313606,13411
Crocosphaera watsonii WH 8501,NA,NA,NA,marine habitat,165597,10651
Synechococcus sp. CC9311,NA,NA,NA,marine habitat,64471,12530
Methylophaga sp. DMS010,NA,NA,NA,marine habitat,392484,19323
Acaryochloris marina MBIC11017,NA,NA,NA,marine habitat,329726,12997
Synechococcus  WH 7803,NA,NA,NA,marine habitat,32051,13642
Vibrio harveyi HY01,NA,NA,NA,marine habitat,410291,17467
Unclassified campylobacterales bacterium gd 1 GD 1,NA,NA,NA,marine habitat,439483,19295
Candidatus Pelagibacter  HTCC7211,NA,NA,NA,marine habitat,439493,19339
Shewanella frigidimarina NCIMB 400,NA,NA,NA,marine habitat,318167,13391
Alcanivorax borkumensis SK2,NA,NA,NA,marine habitat,393595,13005
Shewanella baltica OS195,NA,NA,NA,marine habitat,399599,13389
Shewanella denitrificans OS217,NA,NA,NA,marine habitat,318161,13390
Nitrosococcus oceani C-107,NA,NA,NA,marine habitat,323261,13993
Shewanella woodyi MS32,NA,NA,NA,marine habitat,392500,17455
Synechococcus elongatus PCC7942,NA,NA,NA,marine habitat,1140,10645
Phaeobacter gallaeciensis BS107,NA,NA,NA,marine habitat,391619,19355
Lentisphaera araneosa HTCC2155,NA,NA,NA,marine habitat,313628,13437
Marinomonas sp. MWYL1,NA,NA,NA,marine habitat,400668,17445
alpha proteobacterium bal199 BAL199,NA,NA,NA,marine habitat,331869,19281
Nitrospina gracilis Nb-211,NA,NA,NA,marine habitat,314274,13445
Shewanella baltica OS155,NA,NA,NA,marine habitat,325240,13386
Nitrospira marina Nb-295,NA,NA,NA,marine habitat,35815,13446
Vibrio parahaemolyticus 16,NA,NA,NA,marine habitat,391586,19395
Oceanicaulis alexandrii HTCC2633,NA,NA,NA,marine habitat,314254,13448
Oceanicola batsensis HTCC2597,NA,NA,NA,marine habitat,252305,13449
Oceanicola granulosus HTCC2516,NA,NA,NA,marine habitat,314256,13450
Chlorobaculum parvum NCIB 8327,NA,NA,NA,marine habitat,517417,29213
Unclassified unidentified eubacterium scb49 SCB49,NA,NA,NA,marine habitat,50743,19389
Thiovulum majus Tm_Nivab2,NA,NA,NA,marine habitat,439522,19387
Dinoroseobacter shibae DFL-12,NA,NA,NA,marine habitat,398580,17417
Escherichia coli F11 (ETEC),NA,NA,NA,animal-associated habitat,340197,15576
Escherichia coli E110019 (EPEC),NA,NA,NA,animal-associated habitat,340186,15578
Methanosphaera stadtmanae DSMZ3091,NA,NA,NA,animal-associated habitat,339860,15579
Victivallis vadensis DSM 14823,NA,NA,NA,animal-associated habitat,340101,15583
Staphylococcus saprophyticus GTC 265,NA,NA,NA,animal-associated habitat,342451,15596
Escherichia albertii TW07627,NA,NA,NA,animal-associated habitat,502347,28851
Escherichia coli E22 (EPEC),NA,NA,NA,animal-associated habitat,340185,15577
Tropheryma whipplei Twist,NA,NA,NA,animal-associated habitat,203267,95
Escherichia coli B171 (EPEC2),NA,NA,NA,animal-associated habitat,344601,15630
Escherichia coli TW14588,NA,NA,NA,plant-associated habitat,502346,28847
Mycobacterium avium 104,NA,NA,NA,animal-associated habitat,243243,88
Mycobacterium bovis AF2122/97(spoligotype 9),NA,NA,NA,animal-associated habitat,233413,89
Mycobacterium leprae TN,NA,NA,NA,animal-associated habitat,272631,90
Mycobacterium avium K-10,NA,NA,NA,animal-associated habitat,262316,91
Mycobacterium tuberculosis F11 (ExPEC),NA,NA,NA,animal-associated habitat,336982,15642
Vibrio cholerae V52,NA,NA,NA,animal-associated habitat,345076,15670
Vibrio cholerae V51,NA,NA,NA,animal-associated habitat,345075,15669
Mycobacterium  CIP 104536,NA,NA,NA,animal-associated habitat,36809,15691
Herbaspirillum seropedicae Z67,NA,NA,NA,plant-associated habitat,964,15704
Cupriavidus  LMG19424,NA,NA,NA,plant-associated habitat,164546,15733
Staphylococcus aureus JH9 VISA,NA,NA,NA,animal-associated habitat,359786,15757
Lactobacillus reuteri DSM 20016,NA,NA,NA,animal-associated habitat,557436,15766
Yersinia pseudotuberculosis IP 31758,NA,NA,NA,animal-associated habitat,349747,16070
Francisella tularensis FSC200,NA,NA,NA,animal-associated habitat,351581,16087
Clostridium nexile DSM 1787,NA,NA,NA,animal-associated habitat,500632,28659
Edwardsiella tarda ATCC 23685,NA,NA,NA,animal-associated habitat,500638,28661
Enterobacter cancerogenus ATCC 35316,NA,NA,NA,animal-associated habitat,500639,28663
Citrobacter  ATCC 29220,NA,NA,NA,animal-associated habitat,500640,28665
Salmonella enterica ATCC BAA-1585,NA,NA,NA,animal-associated habitat,523829,28765
Yersinia pestis KIM10+,NA,NA,NA,animal-associated habitat,187410,288
Escherichia coli 53638,NA,NA,NA,animal-associated habitat,344610,15639
Bacillus coagulans 36D1,NA,NA,NA,animal-associated habitat,345219,15679
Acidovorax avenae AAC00-1,NA,NA,NA,plant-associated habitat,397945,15708
Bifidobacterium animalis HN019,NA,NA,NA,animal-associated habitat,486409,28807
Bacillus cereus G9241,NA,NA,NA,animal-associated habitat,269801,10788
Mycoplasma mycoides PG1T,NA,NA,NA,animal-associated habitat,272632,10616
Pseudomonas aeruginosa PAb1,NA,NA,NA,animal-associated habitat,509633,28809
Prevotella ruminicola 23,NA,NA,NA,animal-associated habitat,264731,10619
Salmonella enterica ATCC BAA-1579,NA,NA,NA,animal-associated habitat,523839,28783
Salmonella enterica ATCC BAA-1575,NA,NA,NA,animal-associated habitat,523828,28787
Salmonella enterica ATCC BAA-1578,NA,NA,NA,animal-associated habitat,523834,28773
Salmonella enterica ATCC BAA-1576,NA,NA,NA,animal-associated habitat,523835,28785
Salmonella enterica ATCC BAA-1583,NA,NA,NA,animal-associated habitat,523837,28779
Salmonella enterica ATCC BAA-1577,NA,NA,NA,animal-associated habitat,523833,28771
Salmonella enterica ATCC BAA-1586,NA,NA,NA,animal-associated habitat,523836,28775
Mycobacterium chelonae CIP 104535,NA,NA,NA,animal-associated habitat,1774,15692
Salmonella enterica ATCC BAA-1581,NA,NA,NA,animal-associated habitat,523831,28767
Rickettsia slovaca 13-B,NA,NA,NA,plant-associated habitat,35794,15712
Yersinia  YPIII,NA,NA,NA,animal-associated habitat,502800,28743
Salmonella enterica ATCC BAA-1580,NA,NA,NA,animal-associated habitat,523832,28769
Yersinia pestis Angola,NA,NA,NA,animal-associated habitat,349746,16067
Legionella longbeachae,NA,NA,NA,soil,450,16090
Yersinia pseudotuberculosis PB1/+,NA,NA,NA,animal-associated habitat,502801,28745
Mycoplasma agalactiae 5632,NA,NA,NA,animal-associated habitat,347258,16096
Listeria monocytogenes F2365 (cheese isolate),NA,NA,NA,animal-associated habitat,265669,85
Bartonella tribocorum CIP 105476,NA,NA,NA,animal-associated habitat,85701,16098
Yersinia bercovieri ATCC 43970,NA,NA,NA,animal-associated habitat,349968,16104
Yersinia intermedia ATCC 29909,NA,NA,NA,animal-associated habitat,349965,16107
Campylobacter jejuni 81-176,NA,NA,NA,animal-associated habitat,354242,16135
Bradyrhizobium sp. BTAi1,NA,NA,NA,plant-associated habitat,288000,16137
Leptospira borgpetersenii L550,NA,NA,NA,animal-associated habitat,355276,16146
Burkholderia dolosa AUO158,NA,NA,NA,animal-associated habitat,350701,16168
Burkholderia cenocepacia PC184,NA,NA,NA,animal-associated habitat,350702,16169
Campylobacter jejuni 260.94,NA,NA,NA,animal-associated habitat,360108,16229
Pseudomonas aeruginosa 2192,NA,NA,NA,animal-associated habitat,350703,16171
Pseudomonas aeruginosa C3719,NA,NA,NA,animal-associated habitat,350704,16170
Orientia tsutsugamushi Boryong,NA,NA,NA,animal-associated habitat,357244,16180
Helicobacter pylori HPAG1,NA,NA,NA,animal-associated habitat,357544,16183
Escherichia coli 101-1,NA,NA,NA,animal-associated habitat,358709,16193
Shigella dysenteriae 1012,NA,NA,NA,animal-associated habitat,358708,16194
Chlamydophila  Mat116,NA,NA,NA,animal-associated habitat,500464,28637
Burkholderia pseudomallei 406e,NA,NA,NA,animal-associated habitat,360118,16231
Escherichia coli UPEC-536,NA,NA,NA,animal-associated habitat,362663,16235
Escherichia coli UTI89,NA,NA,NA,animal-associated habitat,364106,16259
Campylobacter jejuni CF93-6,NA,NA,NA,animal-associated habitat,360111,16265
Campylobacter jejuni HB93-13,NA,NA,NA,animal-associated habitat,360112,16267
Campylobacter fetus 82-40,NA,NA,NA,animal-associated habitat,360106,16293
Brevibacillus sp. PNG 276,NA,NA,NA,animal-associated habitat,365043,16295
Borrelia burgdorferi 80a,NA,NA,NA,animal-associated habitat,498736,28623
Borrelia garinii PBr,NA,NA,NA,animal-associated habitat,498743,28625
Borrelia burgdorferi WI91-23,NA,NA,NA,animal-associated habitat,498737,28627
Borrelia burgdorferi CA-11.2a,NA,NA,NA,animal-associated habitat,498739,28629
Borrelia sp. SV1,NA,NA,NA,animal-associated habitat,498741,28631
Borrelia burgdorferi 64b,NA,NA,NA,animal-associated habitat,498740,28633
Borrelia spielmanii A14S,NA,NA,NA,animal-associated habitat,498742,28635
Providencia  DSM 4541,NA,NA,NA,animal-associated habitat,500637,28651
Mitsuokella  A 405-1  DSM 20544,NA,NA,NA,animal-associated habitat,500635,28653
Bifidobacterium  DSM 20456,NA,NA,NA,animal-associated habitat,500634,28655
Clostridium tetani Massachusetts E88,NA,NA,NA,cultured habitat,212717,81
Zobellia galactanivorans DsijT,NA,NA,NA,marine habitat,63186,16099
Lactobacillus gasseri ATCC 33323,NA,NA,NA,animal-associated habitat,324831,84
Ureaplasma parvum ATCC700970  serovar 3,NA,NA,NA,animal-associated habitat,273119,101
Bartonella bacilliformis KC583,NA,NA,NA,animal-associated habitat,360095,16249
Xanthomonas oryzae MAFF 311018,NA,NA,NA,plant-associated habitat,342109,16297
Yersinia frederiksenii ATCC 33641,NA,NA,NA,animal-associated habitat,349966,16106
Leptospira borgpetersenii JB197,NA,NA,NA,animal-associated habitat,355277,16148
Candidatus Sulcia candidatus sulcia muelleri Hc,NA,NA,NA,animal-associated habitat,374675,16198
Mycoplasma capricolum California kid ATCC 27343,NA,NA,NA,animal-associated habitat,340047,16208
Sodalis glossinidius morsitans,NA,NA,NA,animal-associated habitat,343509,16309
Staphylococcus aureus MRSA USA300  FPR3757,NA,NA,NA,animal-associated habitat,367830,16313
Bacillus thuringiensis 97-27,NA,NA,NA,animal-associated habitat,281309,10877
Clostridium difficile QCD-32g58,NA,NA,NA,animal-associated habitat,367459,16328
Arcobacter butzleri RM4018,NA,NA,NA,animal-associated habitat,367737,16319
Campylobacter jejuni 84-25,NA,NA,NA,animal-associated habitat,360110,16367
Yersinia pestis IP275,NA,NA,NA,animal-associated habitat,373665,16376
Haemophilus influenzae PittDD,NA,NA,NA,animal-associated habitat,374834,16392
Haemophilus influenzae 3655,NA,NA,NA,animal-associated habitat,375177,16395
Haemophilus influenzae 22.4-21  ST165,NA,NA,NA,animal-associated habitat,375432,16396
Haemophilus influenzae 22.1-21  ST176,NA,NA,NA,animal-associated habitat,374927,16398
Haemophilus influenzae PittAA,NA,NA,NA,animal-associated habitat,374928,16399
Haemophilus influenzae PittEE,NA,NA,NA,animal-associated habitat,374930,16400
Haemophilus influenzae PittGG,NA,NA,NA,animal-associated habitat,374931,16401
Haemophilus influenzae PittBB,NA,NA,NA,animal-associated habitat,374929,16402
Haemophilus influenzae PittHH,NA,NA,NA,animal-associated habitat,374932,16403
Haemophilus influenzae PittII,NA,NA,NA,animal-associated habitat,374933,16404
Haemophilus influenzae R3021,NA,NA,NA,animal-associated habitat,375063,16423
Escherichia coli APEC,NA,NA,NA,animal-associated habitat,405955,16718
Pseudomonas aeruginosa PA7,NA,NA,NA,animal-associated habitat,381754,16720
Coxiella burnetii Dugway 5J108-111,NA,NA,NA,animal-associated habitat,434922,16721
Aeromonas salmonicida A449,NA,NA,NA,animal-associated habitat,382245,16723
Mycobacterium marinum M,NA,NA,NA,animal-associated habitat,216594,16725
Pseudomonas aeruginosa OPPA8,NA,NA,NA,animal-associated habitat,497979,28527
Endoriftia persephone Hot96_1+Hot96_2,NA,NA,NA,animal-associated habitat,394104,16744
Helicobacter pylori HPKX_438_AG0C1,NA,NA,NA,animal-associated habitat,499171,28543
Helicobacter pylori HPKX_438_CA4C1,NA,NA,NA,animal-associated habitat,499172,28545
Clostridium difficile QCD-23m63,NA,NA,NA,animal-associated habitat,499174,28557
Clostridium difficile CIP 107932,NA,NA,NA,animal-associated habitat,499176,28561
Chlamydia trachomatis L2b/UCH-1/proctitis,NA,NA,NA,animal-associated habitat,471473,28585
Bifidobacterium adolescentis ATCC 15703,NA,NA,NA,animal-associated habitat,367928,16321
Streptococcus pyogenes M18 MGAS8232,NA,NA,NA,animal-associated habitat,186103,286
Streptococcus pneumoniae D39,NA,NA,NA,animal-associated habitat,373153,16374
Edwardsiella tarda EIB202,NA,NA,NA,animal-associated habitat,498217,28539
Neisseria meningitidis 053442,NA,NA,NA,animal-associated habitat,374833,16393
Burkholderia mallei 2002721280,NA,NA,NA,animal-associated habitat,370895,16352
Borrelia burgdorferi 29805,NA,NA,NA,animal-associated habitat,498738,28621
Buchnera aphidicola Cc,NA,NA,NA,animal-associated habitat,372461,16372
Chlamydia trachomatis 434/Bu,NA,NA,NA,animal-associated habitat,471472,28583
Shigella flexneri 8401,NA,NA,NA,animal-associated habitat,373384,16375
Yersinia pestis FV-1,NA,NA,NA,animal-associated habitat,375450,16429
Xanthomonas albilineans GPE PC73,NA,NA,NA,plant-associated habitat,380358,16687
Yersinia pestis Pestoides F,NA,NA,NA,animal-associated habitat,386656,16700
Xanthomonas oryzae BLS256,NA,NA,NA,plant-associated habitat,383407,16740
Rickettsiella grylli,NA,NA,NA,animal-associated habitat,59196,16722
Burkholderia mallei ATCC 23344,NA,NA,NA,animal-associated habitat,243160,171
Xylella fastidiosa Temecula1,NA,NA,NA,plant-associated habitat,183190,285
Coxiella burnetii RSA 331,NA,NA,NA,animal-associated habitat,360115,16791
Pseudomonas stutzeri A1501,NA,NA,NA,plant-associated habitat,379731,16817
Pseudomonas aeruginosa PACS2,NA,NA,NA,animal-associated habitat,388272,16851
Pseudomonas putida W619,NA,NA,NA,plant-associated habitat,390235,17053
Campylobacter jejuni CG8486,NA,NA,NA,animal-associated habitat,398000,17055
Borrelia afzelii PKo,NA,NA,NA,animal-associated habitat,390236,17057
Streptococcus suis 05ZYH33,NA,NA,NA,animal-associated habitat,391295,17153
Streptococcus suis 98HAH33,NA,NA,NA,animal-associated habitat,391296,17155
Campylobacter concisus 13826,NA,NA,NA,animal-associated habitat,360104,17159
Campylobacter curvus 525.92,NA,NA,NA,animal-associated habitat,360105,17161
Campylobacter jejuni 269.97,NA,NA,NA,animal-associated habitat,360109,17163
Verminephrobacter eiseniae EF01-2,NA,NA,NA,animal-associated habitat,391735,17187
Bifidobacterium longum ATCC 15697,NA,NA,NA,animal-associated habitat,391904,17189
Rickettsia bellii OSU 85-389,NA,NA,NA,animal-associated habitat,391896,17237
Thermosipho melanesiensis BI429,NA,NA,NA,animal-associated habitat,391009,17249
Listeria monocytogenes FSL R2-503,NA,NA,NA,animal-associated habitat,393125,17315
Listeria monocytogenes FSL J1-194,NA,NA,NA,animal-associated habitat,393117,17299
Salmonella enterica E98-2068,NA,NA,NA,animal-associated habitat,496068,28301
Salmonella enterica J185,NA,NA,NA,animal-associated habitat,496067,28303
Salmonella enterica AG3,NA,NA,NA,animal-associated habitat,496065,28307
Salmonella enterica E98-3139,NA,NA,NA,animal-associated habitat,496064,28309
Streptococcus pneumoniae SP9v-BS293,NA,NA,NA,animal-associated habitat,497963,28513
Streptococcus pneumoniae 459-2,NA,NA,NA,animal-associated habitat,497981,28523
Streptococcus pneumoniae 459-5,NA,NA,NA,animal-associated habitat,497980,28525
Pseudomonas entomophila L48,NA,NA,NA,animal-associated habitat,384676,16800
Fusobacterium nucleatum ATCC 10953,NA,NA,NA,animal-associated habitat,393480,17261
Moraxella bovis Epp63,NA,NA,NA,animal-associated habitat,387425,16829
Mycobacterium tuberculosis Haarlem,NA,NA,NA,animal-associated habitat,395095,17353
Helicobacter acinonychis Sheeba,NA,NA,NA,animal-associated habitat,382638,17251
Francisella tularensis OSU18,NA,NA,NA,animal-associated habitat,393011,17265
Salmonella enterica M223,NA,NA,NA,animal-associated habitat,496066,28305
Agrobacterium tumefaciens C58-Cereon,NA,NA,NA,plant-associated habitat,176299,283
Haemophilus influenzae 86-028NP,NA,NA,NA,animal-associated habitat,281310,11752
Francisella tularensis FSC 198,NA,NA,NA,animal-associated habitat,393115,17375
Frankia alni ACN14a,NA,NA,NA,plant-associated habitat,326424,17403
Burkholderia phymatum STM815,NA,NA,NA,plant-associated habitat,391038,17409
Burkholderia ambifaria MC40-6,NA,NA,NA,animal-associated habitat,398577,17411
Enterobacter sp. 638,NA,NA,NA,plant-associated habitat,399742,17461
Burkholderia phytofirmans PsJN,NA,NA,NA,plant-associated habitat,398527,17463
Acinetobacter baumannii ATCC 17978,NA,NA,NA,animal-associated habitat,400667,17477
Legionella pneumophila Corby,NA,NA,NA,animal-associated habitat,400673,17491
Listeria monocytogenes 10403S,NA,NA,NA,animal-associated habitat,393133,17495
Listeria monocytogenes HPB2262,NA,NA,NA,animal-associated habitat,401650,17597
Yersinia pestis F1991016,NA,NA,NA,animal-associated habitat,404214,17681
Yersinia pestis E1979001,NA,NA,NA,animal-associated habitat,360099,17683
Yersinia pestis B42003004,NA,NA,NA,animal-associated habitat,404215,17685
Yersinia pestis K1973002,NA,NA,NA,animal-associated habitat,404216,17687
Yersinia pestis MG05-1020,NA,NA,NA,animal-associated habitat,404217,17689
Yersinia pestis UG05-0454,NA,NA,NA,animal-associated habitat,404218,17691
Bacillus cereus AH820,NA,NA,NA,animal-associated habitat,405535,17711
Bacillus cereus AH187 (F4810/72),NA,NA,NA,animal-associated habitat,405534,17715
Bacillus cereus AH1134,NA,NA,NA,animal-associated habitat,405533,17719
Vibrio cholerae AM-19226,NA,NA,NA,animal-associated habitat,404974,17723
Bacillus cereus B4264 (2002734361),NA,NA,NA,animal-associated habitat,405532,17731
Bacillus cereus G9842,NA,NA,NA,animal-associated habitat,405531,17733
Mycobacterium intracellulare ATCC 13950,NA,NA,NA,animal-associated habitat,487521,27955
Rhizobium etli CIAT 652,NA,NA,NA,plant-associated habitat,491916,28021
Clostridium thermocellum JW20,NA,NA,NA,plant-associated habitat,492476,28257
Salmonella enterica E01-6750,NA,NA,NA,animal-associated habitat,497975,28293
Salmonella enterica E98-0664,NA,NA,NA,animal-associated habitat,497973,28299
Clostridium difficile 630 (epidemic type X),NA,NA,NA,animal-associated habitat,272563,78
Salmonella typhimurium TR7095,NA,NA,NA,animal-associated habitat,178328,280
Mycoplasma penetrans HF-2,NA,NA,NA,animal-associated habitat,272633,176
Streptococcus pneumoniae Taiwan19F-14,NA,NA,NA,animal-associated habitat,487213,28037
Streptococcus pneumoniae JJA,NA,NA,NA,animal-associated habitat,488222,28039
Streptococcus pneumoniae 70585,NA,NA,NA,animal-associated habitat,488221,28043
Serratia proteamaculans 568,NA,NA,NA,animal-associated habitat,399741,17459
Bifidobacterium dentium Bd1,NA,NA,NA,animal-associated habitat,401473,17583
Bacillus anthracis Tsiankovskii-I,NA,NA,NA,animal-associated habitat,405536,17709
Coxiella burnetii MSU Goat Q177,NA,NA,NA,animal-associated habitat,360116,17747
Escherichia coli F18+,NA,NA,NA,animal-associated habitat,488477,28061
Salmonella enterica E02-1180,NA,NA,NA,animal-associated habitat,497974,28295
Streptococcus pneumoniae Hungary 19A-6,NA,NA,NA,animal-associated habitat,487214,28035
Brucella melitensis 16M,NA,NA,NA,animal-associated habitat,224914,180
Streptococcus pneumoniae SP14-BS69,NA,NA,NA,animal-associated habitat,406560,17965
Streptococcus pneumoniae SP18-BS74,NA,NA,NA,animal-associated habitat,406561,17967
Streptococcus pneumoniae SP19-BS75,NA,NA,NA,animal-associated habitat,406562,17969
Streptococcus pneumoniae SP23-BS72,NA,NA,NA,animal-associated habitat,406563,17971
Haemophilus influenzae PittCC,NA,NA,NA,animal-associated habitat,410252,18099
Haemophilus influenzae PittFF,NA,NA,NA,animal-associated habitat,410253,18101
Haemophilus influenzae PittJJ,NA,NA,NA,animal-associated habitat,410254,18103
Borrelia afzelii K78,NA,NA,NA,animal-associated habitat,411555,18143
Dorea formicigenerans ATCC 27755,NA,NA,NA,animal-associated habitat,411461,18155
Dorea longicatena DSM 13814,NA,NA,NA,animal-associated habitat,411462,18157
Eubacterium ventriosum ATCC 27560,NA,NA,NA,animal-associated habitat,411463,18159
Bacteroides caccae ATCC 43185,NA,NA,NA,animal-associated habitat,411901,18163
Clostridium bolteae ATCC BAA-613,NA,NA,NA,animal-associated habitat,411902,18165
Actinomyces odontolyticus DSM 43331,NA,NA,NA,animal-associated habitat,411466,18171
Rhizobium leguminosarum WSM1325,NA,NA,NA,plant-associated habitat,395491,20097
Bacteroides plebeius DSM 17135,NA,NA,NA,animal-associated habitat,484018,27829
Bacteroides dorei DSM 17855,NA,NA,NA,animal-associated habitat,483217,27831
Bacillus anthracis A0488  K4596,NA,NA,NA,animal-associated habitat,486624,27913
Bacillus anthracis A0442  K88,NA,NA,NA,animal-associated habitat,486621,27915
Bacillus anthracis A0465  LSU465; RA3; K2762,NA,NA,NA,animal-associated habitat,486620,27919
Bacillus anthracis A0174  74-412C-8; K1979,NA,NA,NA,animal-associated habitat,486622,27921
Bacillus anthracis A0193  96-10355; K1256,NA,NA,NA,animal-associated habitat,486619,27923
Collinsella aerofaciens JCM 10188,NA,NA,NA,animal-associated habitat,411903,18167
Staphylococcus epidermidis ATCC 12228,NA,NA,NA,animal-associated habitat,176280,279
Candidatus Carsonella candidatus carsonella ruddii PV,NA,NA,NA,animal-associated habitat,387662,17977
Escherichia coli GZ-021210/cattle,NA,NA,NA,animal-associated habitat,410290,18005
Ruminococcus obeum ATCC 29174,NA,NA,NA,animal-associated habitat,411459,18147
Ruminococcus torques ATCC 27756,NA,NA,NA,animal-associated habitat,411460,18153
Peptostreptococcus micros ATCC 33270,NA,NA,NA,animal-associated habitat,411465,18169
Lactobacillus helveticus DPC 4571,NA,NA,NA,animal-associated habitat,405566,17811
Xylella fastidiosa M12,NA,NA,NA,plant-associated habitat,405440,17823
Kocuria rhizophila DC2201,NA,NA,NA,soil,378753,27833
Acinetobacter baumannii ACICU,NA,NA,NA,animal-associated habitat,405416,17827
Chlamydophila pneumoniae LPCoLN,NA,NA,NA,animal-associated habitat,406984,17947
Mycobacterium bovis Pasteur 1173P2,NA,NA,NA,cultured habitat,410289,18059
Bacillus anthracis A0389  Bekasi; 89; K1938,NA,NA,NA,animal-associated habitat,486623,27917
Clavibacter michiganensis ATCC 33113,NA,NA,NA,plant-associated habitat,31964,184
Bacteroides capillosus ATCC 29799,NA,NA,NA,animal-associated habitat,411467,18173
Clostridium scindens ATCC 35704,NA,NA,NA,animal-associated habitat,411468,18175
Eubacterium hallii DSM 3353,NA,NA,NA,animal-associated habitat,411469,18177
Ruminococcus gnavus ATCC 29149,NA,NA,NA,animal-associated habitat,411470,18179
subdoligranulum variabile DSM 15176,NA,NA,NA,animal-associated habitat,411471,18181
Clostridium symbiosum ATCC 14940,NA,NA,NA,animal-associated habitat,411472,18183
Ruminococcus callidus ATCC 27760,NA,NA,NA,animal-associated habitat,411473,18185
Coprococcus eutactus ATCC 27759,NA,NA,NA,animal-associated habitat,411474,18187
Eubacterium plautii ATCC 29863,NA,NA,NA,animal-associated habitat,411475,18189
Bacteroides ovatus ATCC 8483,NA,NA,NA,animal-associated habitat,411476,18191
Parabacteroides merdae ATCC 43184,NA,NA,NA,animal-associated habitat,411477,18193
Bacteroides uniformis ATCC 8492,NA,NA,NA,animal-associated habitat,411479,18195
Bifidobacterium adolescentis L2-32,NA,NA,NA,animal-associated habitat,411481,18197
